booking_id,customer_name,service,ceremony_type,price,booking_date,rating,city,month
71,Customer_71,Engagement Glam,Telugu Hindu Wedding,8000,2024-09-14,4.8,Hyderabad,2024-09
72,Customer_72,Pre-Wedding Shoot,Telugu Hindu Wedding,10000,2024-10-10,5.0,Hyderabad,2024-10
73,Customer_73,HD & Airbrush,Muslim Wedding,8000,2024-09-25,4.7,Vijayawada,2024-09
74,Customer_74,Engagement Glam,Telugu Hindu Wedding,8000,2025-07-28,5.0,Hyderabad,2025-07
75,Customer_75,Bridal Makeup,Telugu Hindu Wedding,15000,2025-07-12,3.9,Warangal,2025-07
76,Customer_76,Engagement Glam,North Indian Wedding,6500,2024-05-31,4.9,Secunderabad,2024-05
77,Customer_77,Bridal Makeup,Telugu Hindu Wedding,15500,2025-01-08,4.7,Warangal,2025-01
78,Customer_78,Party & Event,Christian Wedding,5000,2024-04-15,4.6,Vijayawada,2024-04
79,Customer_79,Engagement Glam,Muslim Wedding,7000,2024-08-30,4.7,Secunderabad,2024-08
80,Customer_80,Mehndi/Sangeet Look,Christian Wedding,6000,2024-07-02,4.1,Vijayawada,2024-07
81,Customer_81,Pre-Wedding Shoot,Muslim Wedding,9000,2024-09-30,4.6,Hyderabad,2024-09
82,Customer_82,Mehndi/Sangeet Look,Muslim Wedding,6000,2025-04-26,4.8,Secunderabad,2025-04
83,Customer_83,Mehndi/Sangeet Look,Muslim Wedding,6500,2024-11-08,5.0,Secunderabad,2024-11
84,Customer_84,Bridal Makeup,Christian Wedding,15000,2025-02-12,4.5,Warangal,2025-02
85,Customer_85,Bridal Makeup,Fusion/Other,15500,2024-12-25,4.5,Vijayawada,2024-12
86,Customer_86,Pre-Wedding Shoot,Telugu Hindu Wedding,8500,2024-12-05,4.5,Hyderabad,2024-12
87,Customer_87,HD & Airbrush,Christian Wedding,8000,2025-08-17,5.0,Hyderabad,2025-08
88,Customer_88,Bridal Makeup,Christian Wedding,14500,2025-03-20,4.8,Warangal,2025-03
89,Customer_89,Mehndi/Sangeet Look,Telugu Hindu Wedding,5500,2025-06-07,4.5,Vijayawada,2025-06
90,Customer_90,Engagement Glam,Telugu Hindu Wedding,7000,2024-09-17,4.9,Vijayawada,2024-09
91,Customer_91,Bridal Makeup,Muslim Wedding,14500,2025-07-05,4.7,Warangal,2025-07
92,Customer_92,Mehndi/Sangeet Look,Fusion/Other,6000,2024-12-04,5.0,Warangal,2024-12
93,Customer_93,Pre-Wedding Shoot,Fusion/Other,9000,2024-11-03,4.5,Warangal,2024-11
94,Customer_94,Pre-Wedding Shoot,North Indian Wedding,10000,2024-11-30,4.6,Warangal,2024-11
95,Customer_95,Engagement Glam,North Indian Wedding,7000,2024-07-15,4.6,Vijayawada,2024-07
96,Customer_96,Pre-Wedding Shoot,Christian Wedding,9000,2025-08-05,4.3,Vijayawada,2025-08
97,Customer_97,Engagement Glam,Christian Wedding,7000,2024-11-07,4.8,Secunderabad,2024-11
98,Customer_98,Mehndi/Sangeet Look,North Indian Wedding,5500,2024-11-25,4.8,Vijayawada,2024-11
99,Customer_99,Mehndi/Sangeet Look,North Indian Wedding,6000,2025-06-07,4.7,Secunderabad,2025-06
100,Customer_100,Pre-Wedding Shoot,Fusion/Other,9000,2024-10-17,4.6,Warangal,2024-10
101,Customer_101,Bridal Makeup,Muslim Wedding,15000,2024-11-13,4.3,Secunderabad,2024-11
102,Customer_102,Party & Event,Muslim Wedding,5000,2024-02-17,4.6,Vijayawada,2024-02
103,Customer_103,Engagement Glam,North Indian Wedding,7000,2025-04-11,4.6,Secunderabad,2025-04
104,Customer_104,Pre-Wedding Shoot,North Indian Wedding,10000,2025-05-21,4.5,Secunderabad,2025-05
105,Customer_105,Party & Event,North Indian Wedding,5000,2024-04-19,4.7,Secunderabad,2024-04
106,Customer_106,Party & Event,Telugu Hindu Wedding,4500,2025-04-20,4.8,Secunderabad,2025-04
107,Customer_107,Bridal Makeup,North Indian Wedding,16000,2024-05-16,5.0,Warangal,2024-05
108,Customer_108,Mehndi/Sangeet Look,North Indian Wedding,5500,2025-05-31,4.8,Vijayawada,2025-05
109,Customer_109,Party & Event,Christian Wedding,6000,2025-04-05,4.8,Secunderabad,2025-04
110,Customer_110,Pre-Wedding Shoot,North Indian Wedding,9500,2025-06-17,4.7,Secunderabad,2025-06
111,Customer_111,HD & Airbrush,Christian Wedding,9000,2024-03-20,4.1,Secunderabad,2024-03
112,Customer_112,HD & Airbrush,Fusion/Other,8500,2024-11-23,4.7,Hyderabad,2024-11
113,Customer_113,Party & Event,North Indian Wedding,5000,2024-08-24,4.7,Secunderabad,2024-08
114,Customer_114,Pre-Wedding Shoot,North Indian Wedding,9000,2024-03-06,5.0,Vijayawada,2024-03
115,Customer_115,HD & Airbrush,North Indian Wedding,7500,2025-04-22,4.6,Hyderabad,2025-04
116,Customer_116,Party & Event,Fusion/Other,6000,2025-02-02,4.8,Hyderabad,2025-02
117,Customer_117,Engagement Glam,Telugu Hindu Wedding,8000,2025-05-03,4.7,Warangal,2025-05
118,Customer_118,HD & Airbrush,Fusion/Other,9000,2025-03-05,4.3,Secunderabad,2025-03
119,Customer_119,Mehndi/Sangeet Look,North Indian Wedding,6000,2024-10-06,5.0,Vijayawada,2024-10
120,Customer_120,Bridal Makeup,North Indian Wedding,16000,2024-12-10,4.9,Secunderabad,2024-12
121,Customer_121,Mehndi/Sangeet Look,Telugu Hindu Wedding,6000,2025-06-30,4.9,Vijayawada,2025-06
122,Customer_122,Engagement Glam,Telugu Hindu Wedding,6500,2024-01-28,4.4,Vijayawada,2024-01
123,Customer_123,Party & Event,Telugu Hindu Wedding,6000,2024-07-05,5.0,Warangal,2024-07
124,Customer_124,Mehndi/Sangeet Look,North Indian Wedding,6500,2024-08-04,4.3,Warangal,2024-08
125,Customer_125,HD & Airbrush,North Indian Wedding,9000,2024-10-11,4.9,Warangal,2024-10
126,Customer_126,Bridal Makeup,Fusion/Other,16000,2024-01-20,5.0,Hyderabad,2024-01
127,Customer_127,HD & Airbrush,Telugu Hindu Wedding,8000,2024-03-11,4.4,Hyderabad,2024-03
128,Customer_128,Party & Event,Fusion/Other,5000,2024-01-21,4.5,Secunderabad,2024-01
129,Customer_129,Party & Event,Telugu Hindu Wedding,5000,2025-04-29,4.7,Secunderabad,2025-04
130,Customer_130,Mehndi/Sangeet Look,Muslim Wedding,6500,2025-01-12,4.5,Hyderabad,2025-01
131,Customer_131,Party & Event,Fusion/Other,5500,2024-04-20,4.2,Hyderabad,2024-04
132,Customer_132,HD & Airbrush,North Indian Wedding,7500,2025-01-19,4.7,Secunderabad,2025-01
133,Customer_133,Bridal Makeup,Telugu Hindu Wedding,14500,2024-09-05,4.4,Warangal,2024-09
134,Customer_134,Pre-Wedding Shoot,Fusion/Other,8500,2024-05-03,4.8,Hyderabad,2024-05
135,Customer_135,HD & Airbrush,Christian Wedding,7500,2025-03-14,4.4,Hyderabad,2025-03
136,Customer_136,Engagement Glam,North Indian Wedding,7500,2024-01-13,5.0,Vijayawada,2024-01
137,Customer_137,Bridal Makeup,North Indian Wedding,16000,2025-01-05,4.5,Secunderabad,2025-01
138,Customer_138,Mehndi/Sangeet Look,Christian Wedding,6000,2025-06-18,4.6,Vijayawada,2025-06
139,Customer_139,Mehndi/Sangeet Look,Christian Wedding,7000,2024-10-01,4.9,Secunderabad,2024-10
140,Customer_140,Bridal Makeup,Muslim Wedding,15500,2025-04-06,4.3,Vijayawada,2025-04
141,Customer_141,Engagement Glam,Christian Wedding,6500,2025-01-23,4.8,Hyderabad,2025-01
142,Customer_142,Mehndi/Sangeet Look,North Indian Wedding,6500,2024-07-05,5.0,Secunderabad,2024-07
143,Customer_143,HD & Airbrush,Christian Wedding,8500,2024-12-14,4.2,Warangal,2024-12
144,Customer_144,Engagement Glam,Muslim Wedding,7000,2025-06-13,4.8,Hyderabad,2025-06
145,Customer_145,Party & Event,Fusion/Other,6000,2025-05-15,4.8,Secunderabad,2025-05
146,Customer_146,Pre-Wedding Shoot,North Indian Wedding,10000,2025-05-17,4.9,Hyderabad,2025-05
147,Customer_147,Bridal Makeup,North Indian Wedding,15500,2024-08-14,4.3,Secunderabad,2024-08
148,Customer_148,HD & Airbrush,North Indian Wedding,7500,2025-01-12,4.3,Warangal,2025-01
149,Customer_149,Mehndi/Sangeet Look,Christian Wedding,5500,2024-12-04,4.9,Vijayawada,2024-12
150,Customer_150,HD & Airbrush,Muslim Wedding,8500,2024-09-14,4.8,Hyderabad,2024-09
151,Customer_151,Pre-Wedding Shoot,Telugu Hindu Wedding,9000,2024-11-19,4.8,Secunderabad,2024-11
152,Customer_152,Party & Event,Christian Wedding,5000,2025-05-10,4.8,Warangal,2025-05
153,Customer_153,Bridal Makeup,Muslim Wedding,15000,2024-10-30,4.5,Warangal,2024-10
154,Customer_154,Party & Event,Fusion/Other,5500,2024-01-15,4.8,Secunderabad,2024-01
155,Customer_155,HD & Airbrush,Fusion/Other,8000,2024-02-25,4.8,Warangal,2024-02
156,Customer_156,Pre-Wedding Shoot,Telugu Hindu Wedding,9000,2025-05-17,4.5,Hyderabad,2025-05
157,Customer_157,Engagement Glam,North Indian Wedding,7500,2025-04-25,5.0,Vijayawada,2025-04
158,Customer_158,HD & Airbrush,Christian Wedding,8000,2024-02-22,4.8,Vijayawada,2024-02
159,Customer_159,Bridal Makeup,North Indian Wedding,15000,2025-02-14,4.3,Hyderabad,2025-02
160,Customer_160,Engagement Glam,Muslim Wedding,7000,2024-06-04,4.9,Warangal,2024-06
161,Customer_161,Bridal Makeup,Fusion/Other,15000,2024-05-01,4.4,Vijayawada,2024-05
162,Customer_162,Engagement Glam,Fusion/Other,6500,2024-08-19,4.9,Vijayawada,2024-08
163,Customer_163,Mehndi/Sangeet Look,Fusion/Other,7000,2024-10-31,5.0,Vijayawada,2024-10
164,Customer_164,HD & Airbrush,Fusion/Other,7500,2024-03-02,4.5,Hyderabad,2024-03
165,Customer_165,Party & Event,Telugu Hindu Wedding,5000,2024-09-27,5.0,Secunderabad,2024-09
166,Customer_166,Party & Event,Telugu Hindu Wedding,5000,2025-07-19,4.8,Secunderabad,2025-07
167,Customer_167,Bridal Makeup,Fusion/Other,16000,2025-04-06,4.9,Vijayawada,2025-04
168,Customer_168,HD & Airbrush,Christian Wedding,8000,2024-08-25,5.0,Warangal,2024-08
169,Customer_169,Pre-Wedding Shoot,Muslim Wedding,10000,2024-03-13,4.6,Warangal,2024-03
170,Customer_170,Pre-Wedding Shoot,North Indian Wedding,8500,2024-07-21,4.5,Hyderabad,2024-07
171,Customer_171,Engagement Glam,Christian Wedding,7000,2024-06-01,4.4,Secunderabad,2024-06
172,Customer_172,Bridal Makeup,Christian Wedding,15000,2024-06-18,4.5,Warangal,2024-06
173,Customer_173,Mehndi/Sangeet Look,Christian Wedding,6000,2025-04-24,4.7,Vijayawada,2025-04
174,Customer_174,HD & Airbrush,North Indian Wedding,7500,2025-07-06,4.8,Vijayawada,2025-07
175,Customer_175,Bridal Makeup,North Indian Wedding,14500,2024-02-10,4.8,Warangal,2024-02
176,Customer_176,Engagement Glam,Telugu Hindu Wedding,7500,2024-01-27,4.9,Secunderabad,2024-01
177,Customer_177,Pre-Wedding Shoot,Christian Wedding,8500,2024-01-22,4.7,Hyderabad,2024-01
178,Customer_178,Party & Event,North Indian Wedding,6000,2025-06-15,5.0,Warangal,2025-06
179,Customer_179,Party & Event,North Indian Wedding,4500,2025-03-22,4.6,Hyderabad,2025-03
180,Customer_180,Mehndi/Sangeet Look,Christian Wedding,6500,2025-02-22,5.0,Warangal,2025-02
181,Customer_181,Pre-Wedding Shoot,Christian Wedding,9000,2024-06-13,4.9,Vijayawada,2024-06
182,Customer_182,Pre-Wedding Shoot,North Indian Wedding,10000,2024-10-22,4.4,Hyderabad,2024-10
183,Customer_183,Mehndi/Sangeet Look,Christian Wedding,6000,2024-11-18,4.4,Warangal,2024-11
184,Customer_184,Bridal Makeup,Telugu Hindu Wedding,16000,2025-06-10,4.8,Vijayawada,2025-06
185,Customer_185,Mehndi/Sangeet Look,Fusion/Other,6000,2024-07-11,4.6,Warangal,2024-07
186,Customer_186,Engagement Glam,Telugu Hindu Wedding,8000,2025-03-28,4.9,Secunderabad,2025-03
187,Customer_187,HD & Airbrush,Christian Wedding,7500,2024-05-14,4.8,Vijayawada,2024-05
188,Customer_188,Pre-Wedding Shoot,Telugu Hindu Wedding,10000,2024-05-04,4.7,Secunderabad,2024-05
189,Customer_189,Pre-Wedding Shoot,Fusion/Other,9000,2024-11-14,4.4,Hyderabad,2024-11
190,Customer_190,Engagement Glam,Muslim Wedding,8000,2024-04-05,4.2,Hyderabad,2024-04
191,Customer_191,Mehndi/Sangeet Look,North Indian Wedding,6000,2024-06-06,4.6,Warangal,2024-06
192,Customer_192,Engagement Glam,North Indian Wedding,7500,2025-03-01,5.0,Vijayawada,2025-03
193,Customer_193,Party & Event,Muslim Wedding,6000,2025-07-18,4.8,Vijayawada,2025-07
194,Customer_194,Party & Event,Muslim Wedding,4500,2025-06-04,4.3,Hyderabad,2025-06
195,Customer_195,HD & Airbrush,Fusion/Other,9000,2024-12-14,4.8,Warangal,2024-12
196,Customer_196,Bridal Makeup,Fusion/Other,15500,2024-11-01,4.8,Vijayawada,2024-11
197,Customer_197,Party & Event,North Indian Wedding,6000,2025-07-05,4.4,Warangal,2025-07
198,Customer_198,HD & Airbrush,North Indian Wedding,7500,2025-07-10,4.7,Vijayawada,2025-07
199,Customer_199,HD & Airbrush,Fusion/Other,8000,2024-09-01,4.7,Vijayawada,2024-09
200,Customer_200,Party & Event,Christian Wedding,6000,2024-02-14,4.4,Vijayawada,2024-02
201,Customer_201,Pre-Wedding Shoot,Muslim Wedding,10000,2025-01-30,4.8,Vijayawada,2025-01
202,Customer_202,Bridal Makeup,Fusion/Other,15000,2025-05-29,4.9,Warangal,2025-05
203,Customer_203,Bridal Makeup,Fusion/Other,16000,2024-04-12,5.0,Vijayawada,2024-04
204,Customer_204,Bridal Makeup,Muslim Wedding,15000,2025-02-23,5.0,Hyderabad,2025-02
205,Customer_205,Mehndi/Sangeet Look,Fusion/Other,6500,2024-12-12,4.3,Vijayawada,2024-12
206,Customer_206,Pre-Wedding Shoot,Fusion/Other,9000,2024-12-02,4.4,Vijayawada,2024-12
207,Customer_207,HD & Airbrush,Telugu Hindu Wedding,9000,2025-07-08,4.9,Hyderabad,2025-07
208,Customer_208,Party & Event,Telugu Hindu Wedding,5500,2024-08-20,4.9,Vijayawada,2024-08
209,Customer_209,Bridal Makeup,Muslim Wedding,15000,2025-03-30,4.9,Warangal,2025-03
210,Customer_210,Bridal Makeup,Telugu Hindu Wedding,15000,2024-11-28,5.0,Warangal,2024-11
211,Customer_211,HD & Airbrush,Muslim Wedding,8500,2025-03-17,4.9,Secunderabad,2025-03
212,Customer_212,Engagement Glam,Muslim Wedding,8000,2025-08-02,5.0,Secunderabad,2025-08
213,Customer_213,Party & Event,Fusion/Other,5000,2025-01-26,5.0,Secunderabad,2025-01
214,Customer_214,Mehndi/Sangeet Look,Muslim Wedding,5500,2024-05-26,4.9,Vijayawada,2024-05
215,Customer_215,Pre-Wedding Shoot,Christian Wedding,9500,2025-04-15,4.6,Hyderabad,2025-04
216,Customer_216,Mehndi/Sangeet Look,Muslim Wedding,6500,2025-07-13,4.9,Hyderabad,2025-07
217,Customer_217,Mehndi/Sangeet Look,North Indian Wedding,6500,2024-11-02,4.5,Warangal,2024-11
218,Customer_218,Mehndi/Sangeet Look,North Indian Wedding,6500,2024-07-22,4.6,Vijayawada,2024-07
219,Customer_219,Bridal Makeup,Fusion/Other,15000,2025-01-25,4.6,Warangal,2025-01
220,Customer_220,Engagement Glam,Telugu Hindu Wedding,7500,2024-10-29,4.7,Vijayawada,2024-10
221,Customer_221,HD & Airbrush,Telugu Hindu Wedding,8000,2025-08-02,5.0,Vijayawada,2025-08
222,Customer_222,HD & Airbrush,Muslim Wedding,8000,2024-12-26,4.1,Secunderabad,2024-12
223,Customer_223,Engagement Glam,Telugu Hindu Wedding,7500,2024-05-20,4.9,Hyderabad,2024-05
224,Customer_224,HD & Airbrush,Fusion/Other,9000,2024-02-04,4.2,Warangal,2024-02
225,Customer_225,Pre-Wedding Shoot,Christian Wedding,9000,2024-04-02,4.6,Warangal,2024-04
226,Customer_226,Pre-Wedding Shoot,Muslim Wedding,10000,2024-06-28,5.0,Secunderabad,2024-06
227,Customer_227,Engagement Glam,Fusion/Other,7500,2025-06-27,4.7,Warangal,2025-06
228,Customer_228,Party & Event,Christian Wedding,5500,2025-05-08,4.4,Warangal,2025-05
229,Customer_229,Bridal Makeup,Muslim Wedding,16000,2024-03-18,4.5,Secunderabad,2024-03
230,Customer_230,Pre-Wedding Shoot,Christian Wedding,10000,2025-07-24,4.9,Hyderabad,2025-07
231,Customer_231,Mehndi/Sangeet Look,Fusion/Other,6000,2024-09-27,4.5,Hyderabad,2024-09
232,Customer_232,Mehndi/Sangeet Look,Fusion/Other,6500,2024-09-25,4.8,Vijayawada,2024-09
233,Customer_233,Pre-Wedding Shoot,Muslim Wedding,9500,2024-04-20,4.7,Vijayawada,2024-04
234,Customer_234,Bridal Makeup,Christian Wedding,14500,2025-07-28,4.5,Secunderabad,2025-07
235,Customer_235,Pre-Wedding Shoot,Christian Wedding,9000,2025-04-20,5.0,Vijayawada,2025-04
236,Customer_236,Bridal Makeup,Telugu Hindu Wedding,15000,2024-02-16,4.9,Warangal,2024-02
237,Customer_237,Mehndi/Sangeet Look,Muslim Wedding,6000,2024-04-09,4.1,Secunderabad,2024-04
238,Customer_238,Mehndi/Sangeet Look,Fusion/Other,7000,2025-01-14,4.8,Vijayawada,2025-01
239,Customer_239,Engagement Glam,Telugu Hindu Wedding,7000,2025-02-28,4.5,Vijayawada,2025-02
240,Customer_240,Engagement Glam,Telugu Hindu Wedding,8000,2024-10-13,5.0,Warangal,2024-10
241,Customer_241,Party & Event,Muslim Wedding,6000,2025-03-31,4.5,Warangal,2025-03
242,Customer_242,Bridal Makeup,Christian Wedding,15500,2025-07-11,4.7,Hyderabad,2025-07
243,Customer_243,Mehndi/Sangeet Look,Telugu Hindu Wedding,6500,2024-07-13,4.9,Vijayawada,2024-07
244,Customer_244,Bridal Makeup,Telugu Hindu Wedding,15000,2024-01-22,5.0,Warangal,2024-01
245,Customer_245,Party & Event,Muslim Wedding,5000,2025-08-01,4.3,Hyderabad,2025-08
246,Customer_246,Engagement Glam,Muslim Wedding,7000,2025-08-23,4.6,Secunderabad,2025-08
247,Customer_247,HD & Airbrush,Christian Wedding,8000,2024-01-03,4.6,Secunderabad,2024-01
248,Customer_248,Party & Event,Muslim Wedding,4500,2024-09-13,4.5,Hyderabad,2024-09
249,Customer_249,Pre-Wedding Shoot,Telugu Hindu Wedding,9000,2024-05-14,5.0,Warangal,2024-05
250,Customer_250,Party & Event,Telugu Hindu Wedding,4500,2024-11-27,4.8,Secunderabad,2024-11
251,Customer_251,HD & Airbrush,North Indian Wedding,8000,2024-05-09,4.3,Hyderabad,2024-05
252,Customer_252,Pre-Wedding Shoot,North Indian Wedding,9000,2025-05-02,5.0,Warangal,2025-05
253,Customer_253,Engagement Glam,North Indian Wedding,6500,2024-04-21,5.0,Secunderabad,2024-04
254,Customer_254,Engagement Glam,Christian Wedding,7000,2025-06-17,5.0,Vijayawada,2025-06
255,Customer_255,Pre-Wedding Shoot,North Indian Wedding,9000,2024-03-03,4.2,Vijayawada,2024-03
256,Customer_256,Mehndi/Sangeet Look,North Indian Wedding,6000,2025-05-17,4.6,Hyderabad,2025-05
257,Customer_257,Bridal Makeup,Telugu Hindu Wedding,15500,2024-05-31,5.0,Secunderabad,2024-05
258,Customer_258,HD & Airbrush,Fusion/Other,7500,2025-08-22,4.5,Warangal,2025-08
259,Customer_259,Mehndi/Sangeet Look,Christian Wedding,5500,2025-06-27,4.8,Vijayawada,2025-06
260,Customer_260,Engagement Glam,Telugu Hindu Wedding,6500,2025-03-16,4.9,Hyderabad,2025-03
261,Customer_261,Pre-Wedding Shoot,North Indian Wedding,8500,2024-08-08,4.4,Vijayawada,2024-08
262,Customer_262,Party & Event,North Indian Wedding,6000,2024-12-13,4.7,Vijayawada,2024-12
263,Customer_263,Mehndi/Sangeet Look,North Indian Wedding,6000,2024-11-16,3.7,Warangal,2024-11
264,Customer_264,Pre-Wedding Shoot,Muslim Wedding,9500,2025-01-18,4.4,Vijayawada,2025-01
